Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,17:58:42.893,Ground 1 Bot,Track Master 100,18.830002s,1858,957,0.515070,0.956991,1.858031,0.515057,0,0
2,17:59:03.296,Ground 2 Bot,Track Master 100,20.394001s,1886,1007,0.533934,1.006991,1.886032,0.533920,0,0
3,17:59:23.699,Ground 3 Bot,Track Master 100,20.398001s,1934,965,0.498966,0.964991,1.934034,0.498952,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5698,2929,2.92897,5.69777,

Kills:,3
Deaths:,0
Fight Time:,59.622002
Time Remaining:,0.0
Avg TTK:,19.99744
Damage Done:,2.92897
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,2929
Miss Count:,2769
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,2929.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,17:58:23.896
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,306.622589
Resolution Scale:,100.0
