Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,19:05:24.990,Ground 1 Bot,Track Master 100,18.973001s,1898,1054,0.555321,1.053993,1.898033,0.555308,0,0
2,19:05:45.392,Ground 2 Bot,Track Master 100,20.398001s,1900,1090,0.573684,1.089995,1.900033,0.573672,0,0
3,19:06:05.794,Ground 3 Bot,Track Master 100,20.394001s,1910,1094,0.572775,1.093995,1.910033,0.572762,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5722,3238,3.237948,5.721768,

Kills:,3
Deaths:,0
Fight Time:,59.764999
Time Remaining:,0.0
Avg TTK:,19.997808
Damage Done:,3.237948
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,3238
Miss Count:,2484
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,3238.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,19:05:05.990
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,296.082458
Resolution Scale:,100.0
