Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,18:09:15.698,Ground 1 Bot,Track Master 100,18.991001s,1901,1019,0.536034,1.018992,1.901033,0.536020,0,0
2,18:09:36.099,Ground 2 Bot,Track Master 100,20.387001s,1900,1022,0.537895,1.021992,1.900033,0.537881,0,0
3,18:09:56.500,Ground 3 Bot,Track Master 100,20.394001s,1918,1092,0.569343,1.091995,1.918034,0.569331,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5739,3133,3.132955,5.738767,

Kills:,3
Deaths:,0
Fight Time:,59.771999
Time Remaining:,0.0
Avg TTK:,19.997776
Damage Done:,3.132955
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,3133
Miss Count:,2606
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,3133.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,18:08:56.702
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,307.084137
Resolution Scale:,100.0
