Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,18:07:45.508,Ground 1 Bot,Track Master 100,18.965000s,1897,1115,0.587770,1.114996,1.897033,0.587758,0,0
2,18:08:05.909,Ground 2 Bot,Track Master 100,20.397001s,1919,1034,0.538822,1.033992,1.919034,0.538809,0,0
3,18:08:26.311,Ground 3 Bot,Track Master 100,20.394001s,1873,1108,0.591564,1.107996,1.873031,0.591552,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5709,3257,3.256946,5.708769,

Kills:,3
Deaths:,0
Fight Time:,59.756001
Time Remaining:,0.0
Avg TTK:,19.998024
Damage Done:,3.256946
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,3257
Miss Count:,2452
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,3257.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,18:07:26.511
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,306.780304
Resolution Scale:,100.0
