Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,17:57:19.097,Ground 1 Bot,Track Master 100,18.994001s,1901,951,0.500263,0.950991,1.901033,0.500250,0,0
2,17:57:39.499,Ground 2 Bot,Track Master 100,20.392000s,1920,976,0.508333,0.975991,1.920034,0.508320,0,0
3,17:57:59.899,Ground 3 Bot,Track Master 100,20.390001s,1910,1125,0.589005,1.124997,1.910033,0.588993,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5751,3052,3.051961,5.750766,

Kills:,3
Deaths:,0
Fight Time:,59.776001
Time Remaining:,0.0
Avg TTK:,19.996908
Damage Done:,3.051961
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,3052
Miss Count:,2699
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,3052.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,17:57:00.099
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,306.530731
Resolution Scale:,100.0
