Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,18:31:48.893,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
2,18:31:49.403,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
3,18:31:49.802,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
4,18:31:50.220,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
5,18:31:50.721,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
6,18:31:51.217,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
7,18:31:51.634,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
8,18:31:52.054,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
9,18:31:52.390,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
10,18:31:52.837,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
11,18:31:53.254,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
12,18:31:53.810,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
13,18:31:54.270,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
14,18:31:54.607,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
15,18:31:54.999,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
16,18:31:55.334,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
17,18:31:55.648,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
18,18:31:56.030,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
19,18:31:56.471,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
20,18:31:56.928,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
21,18:31:57.254,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
22,18:31:57.627,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
23,18:31:57.981,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
24,18:31:58.420,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
25,18:31:58.888,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
26,18:31:59.333,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
27,18:31:59.750,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
28,18:32:00.238,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
29,18:32:00.671,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
30,18:32:01.096,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
31,18:32:01.499,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
32,18:32:01.842,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
33,18:32:02.143,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
34,18:32:02.567,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
35,18:32:03.013,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
36,18:32:03.342,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
37,18:32:03.768,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
38,18:32:04.246,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
39,18:32:04.791,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
40,18:32:05.177,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
41,18:32:05.584,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
42,18:32:05.916,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
43,18:32:06.818,Target,BB Gun,0.467000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
44,18:32:07.257,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
45,18:32:07.743,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
46,18:32:08.363,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
47,18:32:08.824,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
48,18:32:09.241,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
49,18:32:09.615,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
50,18:32:10.112,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
51,18:32:10.501,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
52,18:32:10.993,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
53,18:32:11.404,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
54,18:32:11.867,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
55,18:32:12.587,Target,BB Gun,0.419000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
56,18:32:12.887,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
57,18:32:13.245,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
58,18:32:13.625,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
59,18:32:14.017,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
60,18:32:14.452,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
61,18:32:14.837,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
62,18:32:15.262,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
63,18:32:15.586,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
64,18:32:15.890,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
65,18:32:16.288,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
66,18:32:16.802,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
67,18:32:17.218,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
68,18:32:17.522,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
69,18:32:17.902,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
70,18:32:18.763,Target,BB Gun,0.490000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
71,18:32:19.093,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
72,18:32:19.493,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
73,18:32:19.853,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
74,18:32:20.251,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
75,18:32:20.628,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
76,18:32:20.952,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
77,18:32:21.336,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
78,18:32:21.739,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
79,18:32:22.205,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
80,18:32:22.585,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
81,18:32:23.063,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
82,18:32:23.438,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
83,18:32:23.775,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
84,18:32:24.104,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
85,18:32:24.497,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
86,18:32:24.847,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
87,18:32:25.214,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
88,18:32:25.616,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
89,18:32:26.059,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
90,18:32:26.422,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
91,18:32:26.828,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
92,18:32:27.180,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
93,18:32:27.495,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
94,18:32:27.943,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
95,18:32:28.339,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
96,18:32:28.648,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
97,18:32:28.966,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
98,18:32:29.452,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
99,18:32:29.895,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
100,18:32:30.283,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
101,18:32:30.664,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
102,18:32:31.150,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
103,18:32:31.647,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
104,18:32:32.055,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
105,18:32:32.442,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
106,18:32:32.799,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
107,18:32:33.240,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
108,18:32:33.719,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
109,18:32:34.077,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
110,18:32:34.526,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
111,18:32:35.433,Target,BB Gun,0.483000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
112,18:32:35.808,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
113,18:32:36.233,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
114,18:32:36.580,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
115,18:32:37.069,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
116,18:32:37.500,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
117,18:32:37.951,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
118,18:32:38.278,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
119,18:32:38.629,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
120,18:32:39.056,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
121,18:32:39.496,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
122,18:32:39.879,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
123,18:32:40.372,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
124,18:32:40.887,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
125,18:32:41.235,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
126,18:32:41.997,Target,BB Gun,0.391000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
127,18:32:42.379,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
128,18:32:42.724,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
129,18:32:43.191,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
130,18:32:43.575,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
131,18:32:43.922,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
132,18:32:44.237,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
133,18:32:44.631,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
134,18:32:45.040,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
135,18:32:45.395,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
136,18:32:45.801,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
137,18:32:46.165,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
138,18:32:46.522,Target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
139,18:32:47.691,Target,BB Gun,0.679000s,3,1,0.333333,1.000000,3.000000,0.333333,0,0
140,18:32:48.010,Target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
BB Gun,147,140,140.0,147.0,

Kills:,140
Deaths:,0
Fight Time:,2.943
Time Remaining:,0.0
Avg TTK:,0.428441
Damage Done:,140.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,140
Miss Count:,7
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,1400.0
Scenario:,VT ww5t Intermediate S5
Hash:,5c7668cf07b550bb2b7956f5709cf84e
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,18:31:48.098
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,296.507019
Resolution Scale:,100.0
