Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,18:12:22.591,Ground 1 Bot,Track Master 100,18.993000s,1901,1037,0.545502,1.036992,1.901033,0.545489,0,0
2,18:12:42.994,Ground 2 Bot,Track Master 100,20.392000s,1893,1005,0.530903,1.004991,1.893032,0.530889,0,0
3,18:13:03.395,Ground 3 Bot,Track Master 100,20.396002s,1918,1205,0.628259,1.205000,1.918034,0.628248,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5732,3247,3.246947,5.731767,

Kills:,3
Deaths:,0
Fight Time:,59.780998
Time Remaining:,0.0
Avg TTK:,19.997883
Damage Done:,3.246947
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,3247
Miss Count:,2485
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,3247.0
Scenario:,VT Ground Intermediate S5
Hash:,489b27e681807e0212eef50241bb0769
Game Version:,3.7.10.2025-07-31-16-09-12-1e030a50ff30
Challenge Start:,18:12:03.594
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,305.765686
Resolution Scale:,100.0
